appointmentId,maskedRegNum,cityId,listingPrice,carName,make,model,variant,year,transmissionType,bodyType,fuelType,ownership,registrationDate,cityRto,color,odometer,emiDetails,modelGroup,oemServiceHistoryAvailable,fitnessAge,features
20065746798,******XXXX,144,856000,Tata NEXON,Tata,NEXON,XZ PLUS PETROL SUNROOF,2022,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1646092800000,UP21,White,"{'value': 30370, 'display': '30.37k km'}","{'cashDownPayment': 0, 'emiStartingValue': 16293, 'emiEndingValue': 16293, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 16735, 'emiOriginalEndingValue': 16735, 'tenure': 72, 'displayText': 'EMI ₹16,293/m', 'notAvailableText': 'Not available on EMI'}",NEXON,False,15,"['InfotainmentSystem', 'RearAc', 'Sunroof/Moonroof', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart', 'Tpms']"
10352842772,MH03**0797,2378,363000,Maruti Alto,Maruti,Alto,LXI OPT CNG,2022,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,CNG,2,1643673600000,MH03,Red,"{'value': 22684, 'display': '22.68k km'}","{'cashDownPayment': 0, 'emiStartingValue': 7097, 'emiEndingValue': 7097, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 7097, 'emiOriginalEndingValue': 7097, 'tenure': 72, 'displayText': 'EMI ₹7,097/m', 'notAvailableText': 'Not available on EMI'}",Alto,False,13,['ParkingAssist']
11697049717,CH01**4750,769,408000,Maruti New Wagon-R,Maruti,New Wagon-R,ZXI 1.2,2019,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1569888000000,CH01,Silver,"{'value': 34855, 'display': '34.86k km'}","{'cashDownPayment': 0, 'emiStartingValue': 7976, 'emiEndingValue': 7976, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 7976, 'emiOriginalEndingValue': 7976, 'tenure': 72, 'displayText': 'EMI ₹7,976/m', 'notAvailableText': 'Not available on EMI'}",Wagon R,False,15,"['InfotainmentSystem', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist']"
10379149793,MH47*3266,2378,335000,Hyundai Grand i10,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,2015,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,CNG,1,1435708800000,MH47,Blue,"{'value': 52804, 'display': '52.80k km'}","{'cashDownPayment': 0, 'emiStartingValue': 11127, 'emiEndingValue': 11127, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 11127, 'emiOriginalEndingValue': 11127, 'tenure': 36, 'displayText': 'EMI ₹11,127/m', 'notAvailableText': 'Not available on EMI'}",i10,False,13,"['RearAc', 'AlloyWheels', 'Bluetooth', 'ParkingAssist', 'TopModel']"
15183729708,******XXXX,404,756000,Mahindra XUV500,Mahindra,XUV500,W9 AT,2017,"{'value': 'Automatic', 'display': 'Auto'}",SUV,Diesel,1,1533081600000,UK07,White,"{'value': 113609, 'display': '1.1L km'}","{'cashDownPayment': 0, 'emiStartingValue': 35588, 'emiEndingValue': 35588, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 35588, 'emiOriginalEndingValue': 35588, 'tenure': 24, 'displayText': 'EMI ₹35,588/m', 'notAvailableText': 'Not available on EMI'}",XUV500,False,10,"['RearAc', 'Sunroof/Moonroof', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart', 'TopModel', 'GpsNavigation', 'Tpms']"
13982648715,******XXXX,173,818000,KIA SONET,KIA,SONET,HTX 1.5,2021,"{'value': 'Manual', 'display': 'Manual'}",SUV,Diesel,1,1617235200000,UP78,Black,"{'value': 104520, 'display': '1.0L km'}","{'cashDownPayment': 0, 'emiStartingValue': 17785, 'emiEndingValue': 17785, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 18196, 'emiOriginalEndingValue': 18196, 'tenure': 60, 'displayText': 'EMI ₹17,785/m', 'notAvailableText': 'Not available on EMI'}",SONET,False,14,"['InfotainmentSystem', 'RearAc', 'Sunroof/Moonroof', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart']"
12419744796,******XXXX,2598,370000,Mahindra KUV 100 NXT,Mahindra,KUV 100 NXT,K4+ D 6 STR,2017,"{'value': 'Manual', 'display': 'Manual'}",SUV,Diesel,1,1517443200000,MH15,Silver,"{'value': 75752, 'display': '75.75k km'}","{'cashDownPayment': 0, 'emiStartingValue': 7234, 'emiEndingValue': 7234, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 7234, 'emiOriginalEndingValue': 7234, 'tenure': 72, 'displayText': 'EMI ₹7,234/m', 'notAvailableText': 'Not available on EMI'}",KUV 100 NXT,False,14,[]
12549946751,******XXXX,2660,543000,Maruti New Wagon-R,Maruti,New Wagon-R,VXI 1.0,2021,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1612137600000,MH19,White,"{'value': 47640, 'display': '47.64k km'}","{'cashDownPayment': 0, 'emiStartingValue': 10616, 'emiEndingValue': 10616, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 10616, 'emiOriginalEndingValue': 10616, 'tenure': 72, 'displayText': 'EMI ₹10,616/m', 'notAvailableText': 'Not available on EMI'}",Wagon R,False,15,"['Bluetooth', 'ParkingAssist', 'TopModel']"
11305041756,*****XXXX,5732,510000,Mahindra TUV300,Mahindra,TUV300,T8,2016,"{'value': 'Manual', 'display': 'Manual'}",SUV,Diesel,2,1456790400000,TN68,Silver,"{'value': 70993, 'display': '70.99k km'}","{'cashDownPayment': 0, 'emiStartingValue': 11345, 'emiEndingValue': 11345, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 11345, 'emiOriginalEndingValue': 11345, 'tenure': 60, 'displayText': 'EMI ₹11,345/m', 'notAvailableText': 'Not available on EMI'}",TUV300,False,14,"['AlloyWheels', 'Bluetooth', 'TopModel']"
11324220764,TN14*7675,5732,369000,Hyundai Grand i10,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,2016,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1456790400000,TN14,Orange,"{'value': 52599, 'display': '52.60k km'}","{'cashDownPayment': 0, 'emiStartingValue': 7214, 'emiEndingValue': 7214, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 7214, 'emiOriginalEndingValue': 7214, 'tenure': 72, 'displayText': 'EMI ₹7,214/m', 'notAvailableText': 'Not available on EMI'}",i10,False,15,"['RearAc', 'ParkingAssist']"
15321843711,******XXXX,2948,850000,Hyundai VENUE,Hyundai,VENUE,SX 1.0 TURBO IMT,2022,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1648771200000,MP13,White,"{'value': 726, 'display': '726 km'}","{'cashDownPayment': 0, 'emiStartingValue': 16179, 'emiEndingValue': 16179, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 16618, 'emiOriginalEndingValue': 16618, 'tenure': 72, 'displayText': 'EMI ₹16,179/m', 'notAvailableText': 'Not available on EMI'}",VENUE,False,15,"['InfotainmentSystem', 'RearAc', 'Sunroof/Moonroof', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'TopModel']"
DLR1000078,MH48*2884,2598,250000,Maruti Alto 800,Maruti,Alto 800,LXI O,2015,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,2,1412121600000,MH48,Silver,"{'value': 60640, 'display': '60.64k km'}","{'cashDownPayment': 0, 'emiStartingValue': 5561, 'emiEndingValue': 5561, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 5561, 'emiOriginalEndingValue': 5561, 'tenure': 60, 'displayText': 'EMI ₹5,561/m', 'notAvailableText': 'Not available on EMI'}",Alto,False,15,[]
10204727771,KA04**7697,4709,999000,KIA SELTOS,KIA,SELTOS,HTE 1.5 PETROL,2022,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1675209600000,KA04,White,"{'value': 27959, 'display': '27.96k km'}","{'cashDownPayment': 0, 'emiStartingValue': 19015, 'emiEndingValue': 19015, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 19531, 'emiOriginalEndingValue': 19531, 'tenure': 72, 'displayText': 'EMI ₹19,015/m', 'notAvailableText': 'Not available on EMI'}",SELTOS,False,15,"['RearAc', 'Bluetooth', 'ParkingAssist', 'Tpms']"
19781440774,******XXXX,553,238000,Renault Kwid,Renault,Kwid,RXT 0.8 (O),2018,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1541030400000,RJ05,Silver,"{'value': 111957, 'display': '1.1L km'}","{'cashDownPayment': 0, 'emiStartingValue': 5294, 'emiEndingValue': 5294, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 5294, 'emiOriginalEndingValue': 5294, 'tenure': 60, 'displayText': 'EMI ₹5,294/m', 'notAvailableText': 'Not available on EMI'}",Kwid,False,15,"['InfotainmentSystem', 'Bluetooth', 'ParkingAssist', 'TopModel', 'GpsNavigation']"
DLR1000735,UK07**9904,1512,425464,Maruti IGNIS,Maruti,IGNIS,DELTA 1.2,2018,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1541030400000,UK07,Black,"{'value': 27000, 'display': '27.00k km'}","{'cashDownPayment': 0, 'emiStartingValue': 8318, 'emiEndingValue': 8318, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 8318, 'emiOriginalEndingValue': 8318, 'tenure': 72, 'displayText': 'EMI ₹8,318/m', 'notAvailableText': 'Not available on EMI'}",IGNIS,False,15,"['InfotainmentSystem', 'Bluetooth']"
15119922741,******XXXX,404,380000,Maruti Swift Dzire,Maruti,Swift Dzire,VXI,2016,"{'value': 'Manual', 'display': 'Manual'}",Sedan,Petrol,1,1483228800000,UP15,Silver,"{'value': 63989, 'display': '63.99k km'}","{'cashDownPayment': 0, 'emiStartingValue': 7429, 'emiEndingValue': 7429, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 7429, 'emiOriginalEndingValue': 7429, 'tenure': 72, 'displayText': 'EMI ₹7,429/m', 'notAvailableText': 'Not available on EMI'}",Dzire,False,15,[]
15188321708,******XXXX,404,431000,Maruti S PRESSO,Maruti,S PRESSO,VXI,2022,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1675209600000,UP15,Silver,"{'value': 4950, 'display': '4.95k km'}","{'cashDownPayment': 0, 'emiStartingValue': 8426, 'emiEndingValue': 8426, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 8426, 'emiOriginalEndingValue': 8426, 'tenure': 72, 'displayText': 'EMI ₹8,426/m', 'notAvailableText': 'Not available on EMI'}",S PRESSO,False,15,"['Bluetooth', 'ParkingAssist']"
10177847713,DL3C**0953,2,750000,Tata PUNCH,Tata,PUNCH,ADVENTURE MT CNG ,2024,"{'value': 'Manual', 'display': 'Manual'}",SUV,CNG,1,1704067200000,DL3C,White,"{'value': 22676, 'display': '22.68k km'}","{'cashDownPayment': 0, 'emiStartingValue': 14663, 'emiEndingValue': 14663, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 14663, 'emiOriginalEndingValue': 14663, 'tenure': 72, 'displayText': 'EMI ₹14,663/m', 'notAvailableText': 'Not available on EMI'}",PUNCH,False,13,"['Bluetooth', 'ParkingAssist']"
15791641719,******XXXX,3119,634000,Hyundai NEW I20,Hyundai,NEW I20,SPORTZ 1.2 MT,2022,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1648771200000,MP20,White,"{'value': 40944, 'display': '40.94k km'}","{'cashDownPayment': 0, 'emiStartingValue': 12395, 'emiEndingValue': 12395, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 12395, 'emiOriginalEndingValue': 12395, 'tenure': 72, 'displayText': 'EMI ₹12,395/m', 'notAvailableText': 'Not available on EMI'}",i20,False,15,"['InfotainmentSystem', 'RearAc', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'Tpms']"
11419246750,GJ01**0238,1692,488000,Maruti Baleno,Maruti,Baleno,DELTA PETROL 1.2,2019,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,2,1561939200000,GJ01,Red,"{'value': 35932, 'display': '35.93k km'}","{'cashDownPayment': 0, 'emiStartingValue': 9540, 'emiEndingValue': 9540, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 9540, 'emiOriginalEndingValue': 9540, 'tenure': 72, 'displayText': 'EMI ₹9,540/m', 'notAvailableText': 'Not available on EMI'}",Baleno,False,15,"['Bluetooth', 'ParkingAssist']"
10079549772,DL2C**9050,134,1277000,Tata Harrier,Tata,Harrier,XZ PLUS 2.0L DARK EDITION,2020,"{'value': 'Manual', 'display': 'Manual'}",SUV,Diesel,1,1601510400000,DL2C,Black,"{'value': 66912, 'display': '66.91k km'}","{'cashDownPayment': 0, 'emiStartingValue': 27765, 'emiEndingValue': 27765, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 28406, 'emiOriginalEndingValue': 28406, 'tenure': 60, 'displayText': 'EMI ₹27,765/m', 'notAvailableText': 'Not available on EMI'}",Harrier,False,10,"['InfotainmentSystem', 'RearAc', 'Sunroof/Moonroof', 'LeatherSeats', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart']"
19457825742,HR85*9696,73,890000,MG ASTOR,MG,ASTOR,STYLE 1.5 MT,2023,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1693526400000,HR85,White,"{'value': 3499, 'display': '3.50k km'}","{'cashDownPayment': 0, 'emiStartingValue': 16940, 'emiEndingValue': 16940, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 17400, 'emiOriginalEndingValue': 17400, 'tenure': 72, 'displayText': 'EMI ₹16,940/m', 'notAvailableText': 'Not available on EMI'}",ASTOR,False,15,"['InfotainmentSystem', 'RearAc', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist']"
11334547754,*****XXXX,5732,340000,Hyundai Grand i10,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,2014,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1420070400000,TN19,Orange,"{'value': 82502, 'display': '82.50k km'}","{'cashDownPayment': 0, 'emiStartingValue': 8954, 'emiEndingValue': 8954, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 8954, 'emiOriginalEndingValue': 8954, 'tenure': 48, 'displayText': 'EMI ₹8,954/m', 'notAvailableText': 'Not available on EMI'}",i10,False,15,"['RearAc', 'AlloyWheels', 'Bluetooth', 'ParkingAssist', 'TopModel']"
10394125720,MH02**6528,2378,386000,Maruti Ciaz,Maruti,Ciaz,ZXI,2015,"{'value': 'Manual', 'display': 'Manual'}",Sedan,Petrol,1,1425168000000,MH02,Brown,"{'value': 96722, 'display': '96.72k km'}","{'cashDownPayment': 0, 'emiStartingValue': 8586, 'emiEndingValue': 8586, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 8586, 'emiOriginalEndingValue': 8586, 'tenure': 60, 'displayText': 'EMI ₹8,586/m', 'notAvailableText': 'Not available on EMI'}",Ciaz,False,15,"['RearAc', 'AlloyWheels', 'Bluetooth', 'ParkingAssist']"
10412348750,TS07**3807,3686,297000,Datsun Redi Go,Datsun,Redi Go,S 1.0 AMT,2019,"{'value': 'Automatic', 'display': 'Auto'}",Hatchback,Petrol,1,1577836800000,TS07,Red,"{'value': 42283, 'display': '42.28k km'}","{'cashDownPayment': 0, 'emiStartingValue': 5806, 'emiEndingValue': 5806, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 5806, 'emiOriginalEndingValue': 5806, 'tenure': 72, 'displayText': 'EMI ₹5,806/m', 'notAvailableText': 'Not available on EMI'}",Redi Go,False,15,['Bluetooth']
12490721704,******XXXX,2598,305000,Hyundai Verna,Hyundai,Verna,FLUIDIC 1.6 VTVT SX,2013,"{'value': 'Manual', 'display': 'Manual'}",Sedan,Petrol,2,1367366400000,MH04,White,"{'value': 90538, 'display': '90.54k km'}","{'cashDownPayment': 0, 'emiStartingValue': 10130, 'emiEndingValue': 10130, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 10130, 'emiOriginalEndingValue': 10130, 'tenure': 36, 'displayText': 'EMI ₹10,130/m', 'notAvailableText': 'Not available on EMI'}",Verna,False,15,"['AlloyWheels', 'Bluetooth', 'ParkingAssist', 'TopModel']"
DLR1001413,UP14**7322,173,525000,Maruti Vitara Brezza,Maruti,Vitara Brezza,LDI (O),2017,"{'value': 'Manual', 'display': 'Manual'}",SUV,Diesel,2,1506816000000,UP14,Silver,"{'value': 87276, 'display': '87.28k km'}","{'cashDownPayment': 0, 'emiStartingValue': 10264, 'emiEndingValue': 10264, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 10264, 'emiOriginalEndingValue': 10264, 'tenure': 72, 'displayText': 'EMI ₹10,264/m', 'notAvailableText': 'Not available on EMI'}",Brezza,False,14,['Bluetooth']
11464824743,GJ01**1069,1692,443000,Maruti Baleno,Maruti,Baleno,ZETA PETROL 1.2,2018,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1546300800000,GJ01,Blue,"{'value': 98112, 'display': '98.11k km'}","{'cashDownPayment': 0, 'emiStartingValue': 8661, 'emiEndingValue': 8661, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 8661, 'emiOriginalEndingValue': 8661, 'tenure': 72, 'displayText': 'EMI ₹8,661/m', 'notAvailableText': 'Not available on EMI'}",Baleno,False,15,"['AlloyWheels', 'Bluetooth', 'ParkingAssist', 'PushButtonStart']"
17176742770,******XXXX,6059,515000,Volkswagen Polo,Volkswagen,Polo,GT TSI AT,2018,"{'value': 'Automatic', 'display': 'Auto'}",Hatchback,Petrol,3,1535760000000,TN57,White,"{'value': 70743, 'display': '70.74k km'}","{'cashDownPayment': 0, 'emiStartingValue': 10068, 'emiEndingValue': 10068, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 10068, 'emiOriginalEndingValue': 10068, 'tenure': 72, 'displayText': 'EMI ₹10,068/m', 'notAvailableText': 'Not available on EMI'}",Polo,False,15,"['AlloyWheels', 'Bluetooth', 'ParkingAssist', 'CruiseControl']"
10339044712,MH46**7193,2378,590000,Tata Tiago,Tata,Tiago,XM CNG,2023,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,CNG,1,1682899200000,MH46,Blue,"{'value': 33299, 'display': '33.30k km'}","{'cashDownPayment': 0, 'emiStartingValue': 11535, 'emiEndingValue': 11535, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 11535, 'emiOriginalEndingValue': 11535, 'tenure': 72, 'displayText': 'EMI ₹11,535/m', 'notAvailableText': 'Not available on EMI'}",Tiago,False,13,"['Bluetooth', 'ParkingAssist']"
13022925766,KL04**3388,6356,410000,Volkswagen Ameo,Volkswagen,Ameo,HIGHLINE1.2L PLUS 16 ALLOY,2017,"{'value': 'Manual', 'display': 'Manual'}",Sedan,Petrol,1,1504224000000,KL04,White,"{'value': 78876, 'display': '78.88k km'}","{'cashDownPayment': 0, 'emiStartingValue': 8016, 'emiEndingValue': 8016, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 8016, 'emiOriginalEndingValue': 8016, 'tenure': 72, 'displayText': 'EMI ₹8,016/m', 'notAvailableText': 'Not available on EMI'}",Ameo,False,15,"['RearAc', 'AlloyWheels', 'Bluetooth', 'ParkingAssist', 'CruiseControl', 'TopModel']"
17333340710,*****XXXX,7323,337000,Maruti Baleno,Maruti,Baleno,ZETA PETROL 1.2,2016,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1462060800000,OD33,Red,"{'value': 60922, 'display': '60.92k km'}","{'cashDownPayment': 0, 'emiStartingValue': 6588, 'emiEndingValue': 6588, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 6588, 'emiOriginalEndingValue': 6588, 'tenure': 72, 'displayText': 'EMI ₹6,588/m', 'notAvailableText': 'Not available on EMI'}",Baleno,False,15,"['AlloyWheels', 'Bluetooth', 'ParkingAssist']"
